OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0001115,7-Apr-19,17-Apr-19,14,Wholesale,NZD,NXH382,2,1,12,3993.2,3034.832,47918.4
SO - 0004538,7-Apr-19,15-Apr-19,34,Wholesale,NZD,NXH382,15,1,9,2559.4,1791.58,23034.6
SO - 0004569,7-Apr-19,20-Apr-19,42,Wholesale,NZD,NXH382,3,11,7,2767.1,1632.589,19369.7
SO - 0007175,7-Apr-19,23-Apr-19,33,Wholesale,USD,NXH382,50,9,11,1018.4,824.904,11202.4
SO - 0007974,7-Apr-19,20-Apr-19,38,Wholesale,NZD,NXH382,94,5,8,730.3,460.089,5842.4
SO - 000498,8-Apr-19,21-Apr-19,3,Wholesale,EUR,NXH382,48,1,5,3932.9,2635.043,19664.5
SO - 000720,8-Apr-19,19-Apr-19,36,Export,NZD,NXH382,98,7,10,991.6,575.128,9916
SO - 0001199,8-Apr-19,17-Apr-19,4,Wholesale,GBP,NXH382,2,11,6,1025.1,594.558,6150.6
SO - 0002071,8-Apr-19,22-Apr-19,20,Wholesale,NZD,NXH382,46,12,7,3892.7,3308.795,27248.9
SO - 0003115,8-Apr-19,12-Apr-19,11,Export,USD,NXH382,94,7,12,1996.6,1397.62,23959.2
SO - 0003193,8-Apr-19,24-Apr-19,15,Distributor,GBP,NXH382,84,11,8,1152.4,460.96,9219.2
SO - 0003274,8-Apr-19,19-Apr-19,24,Wholesale,AUD,NXH382,3,2,12,3912.8,1799.888,46953.6
SO - 0005649,8-Apr-19,15-Apr-19,40,Wholesale,NZD,NXH382,94,1,9,2003.3,1482.442,18029.7
SO - 0006430,8-Apr-19,13-Apr-19,50,Distributor,USD,NXH382,23,9,10,1112.2,500.49,11122
SO - 0007430,8-Apr-19,20-Apr-19,49,Distributor,AUD,NXH382,3,7,8,944.7,651.843,7557.6
SO - 0007471,8-Apr-19,25-Apr-19,38,Wholesale,NZD,NXH382,56,1,5,1065.3,543.303,5326.5
SO - 0007594,8-Apr-19,17-Apr-19,47,Wholesale,USD,NXH382,36,9,9,167.5,73.7,1507.5
SO - 000634,9-Apr-19,15-Apr-19,10,Wholesale,NZD,NXH382,23,1,5,757.1,507.257,3785.5
SO - 000915,9-Apr-19,26-Apr-19,8,Wholesale,NZD,NXH382,47,1,9,1072,857.6,9648
SO - 0001686,9-Apr-19,15-Apr-19,17,Distributor,USD,NXH382,15,1,9,1976.5,1264.96,17788.5
SO - 0001968,9-Apr-19,19-Apr-19,23,Wholesale,AUD,NXH382,14,7,9,3845.8,3230.472,34612.2
SO - 0003678,9-Apr-19,19-Apr-19,12,Wholesale,GBP,NXH382,51,10,5,1232.8,505.448,6164
SO - 0004092,9-Apr-19,23-Apr-19,47,Wholesale,NZD,NXH382,2,7,8,247.9,205.757,1983.2
SO - 0005807,9-Apr-19,19-Apr-19,1,Wholesale,USD,NXH382,51,8,11,1708.5,1178.865,18793.5
SO - 0006155,9-Apr-19,20-Apr-19,35,Wholesale,NZD,NXH382,20,1,7,1246.2,573.252,8723.4
SO - 0007610,9-Apr-19,19-Apr-19,6,Distributor,USD,NXH382,9,1,9,991.6,436.304,8924.4
SO - 000432,10-Apr-19,21-Apr-19,19,Distributor,AUD,NXH382,21,11,6,938,450.24,5628
SO - 0001361,10-Apr-19,23-Apr-19,34,Wholesale,NZD,NXH382,41,2,8,3276.3,1539.861,26210.4
SO - 0003946,10-Apr-19,16-Apr-19,42,Export,NZD,NXH382,33,13,10,1809,1175.85,18090
SO - 0004412,10-Apr-19,14-Apr-19,50,Distributor,NZD,NXH382,45,1,9,1065.3,607.221,9587.7
SO - 0004710,10-Apr-19,13-Apr-19,35,Wholesale,NZD,NXH382,16,1,11,891.1,525.749,9802.1
SO - 0005286,10-Apr-19,18-Apr-19,35,Export,AUD,NXH382,80,7,6,1159.1,486.822,6954.6
SO - 0005360,10-Apr-19,25-Apr-19,3,Export,NZD,NXH382,73,2,11,1065.3,490.038,11718.3
SO - 0005864,10-Apr-19,13-Apr-19,17,Wholesale,EUR,NXH382,79,1,5,911.2,492.048,4556
SO - 0006373,10-Apr-19,15-Apr-19,36,Wholesale,AUD,NXH382,78,4,10,3028.4,1877.608,30284
SO - 0006452,10-Apr-19,25-Apr-19,46,Wholesale,AUD,NXH382,22,2,7,6338.2,4817.032,44367.4
SO - 000731,11-Apr-19,16-Apr-19,26,Wholesale,USD,NXH382,84,2,7,2251.2,1620.864,15758.4
SO - 0001535,11-Apr-19,23-Apr-19,28,Wholesale,NZD,NXH382,58,2,6,844.2,430.542,5065.2
SO - 0002332,11-Apr-19,29-Apr-19,6,Wholesale,AUD,NXH382,27,1,8,5983.1,2632.564,47864.8
SO - 0002529,11-Apr-19,22-Apr-19,49,Wholesale,USD,NXH382,43,7,7,2820.7,2228.353,19744.9
SO - 0002567,11-Apr-19,14-Apr-19,23,Distributor,GBP,NXH382,45,2,5,5453.8,3163.204,27269
SO - 0002603,11-Apr-19,18-Apr-19,17,Distributor,GBP,NXH382,29,4,9,3557.7,2170.197,32019.3
SO - 0006092,11-Apr-19,16-Apr-19,30,Distributor,USD,NXH382,76,11,5,1125.6,686.616,5628
SO - 0006312,11-Apr-19,26-Apr-19,29,Distributor,USD,NXH382,31,9,12,2010,824.1,24120
SO - 0006317,11-Apr-19,15-Apr-19,36,Export,NZD,NXH382,100,5,6,2378.5,1070.325,14271
SO - 000698,12-Apr-19,25-Apr-19,9,Wholesale,USD,NXH382,42,11,11,6117.1,4404.312,67288.1
SO - 0002330,12-Apr-19,30-Apr-19,40,Wholesale,AUD,NXH382,33,7,5,167.5,70.35,837.5
SO - 0002429,12-Apr-19,19-Apr-19,33,Wholesale,NZD,NXH382,97,7,9,938,450.24,8442
SO - 0002969,12-Apr-19,25-Apr-19,27,Distributor,AUD,NXH382,15,7,11,2485.7,2063.131,27342.7
SO - 0004163,12-Apr-19,15-Apr-19,24,Export,NZD,NXH382,77,11,7,2231.1,1472.526,15617.7
SO - 0004422,12-Apr-19,15-Apr-19,8,Distributor,USD,NXH382,15,7,12,5822.3,2736.481,69867.6
SO - 0004811,12-Apr-19,21-Apr-19,20,Wholesale,USD,NXH382,21,5,7,5085.3,2695.209,35597.1
SO - 0004951,12-Apr-19,17-Apr-19,42,Wholesale,USD,NXH382,64,7,11,207.7,89.311,2284.7
SO - 0006102,12-Apr-19,24-Apr-19,23,Distributor,USD,NXH382,94,1,6,911.2,747.184,5467.2
SO - 0006138,12-Apr-19,28-Apr-19,41,Distributor,NZD,NXH382,96,2,5,5902.7,2420.107,29513.5
SO - 0007146,12-Apr-19,28-Apr-19,2,Export,NZD,NXH382,8,1,8,1058.6,529.3,8468.8
SO - 000685,13-Apr-19,19-Apr-19,22,Wholesale,NZD,NXH382,35,5,8,1855.9,1354.807,14847.2
SO - 0001089,13-Apr-19,24-Apr-19,16,Wholesale,USD,NXH382,10,1,7,944.7,377.88,6612.9
SO - 0001292,13-Apr-19,24-Apr-19,48,Wholesale,USD,NXH382,80,11,10,5547.6,3217.608,55476
SO - 0001503,13-Apr-19,17-Apr-19,9,Wholesale,NZD,NXH382,81,11,12,1025.1,584.307,12301.2
SO - 0001771,13-Apr-19,17-Apr-19,17,Wholesale,USD,NXH382,64,1,10,1246.2,847.416,12462
SO - 0002181,13-Apr-19,22-Apr-19,33,Wholesale,NZD,NXH382,3,2,5,1882.7,1091.966,9413.5
SO - 0002522,13-Apr-19,28-Apr-19,33,Wholesale,NZD,NXH382,92,11,12,207.7,110.081,2492.4
SO - 0002769,13-Apr-19,20-Apr-19,47,Distributor,NZD,NXH382,97,3,10,3886,2137.3,38860
SO - 0003277,13-Apr-19,29-Apr-19,34,Distributor,USD,NXH382,88,7,12,3999.9,3079.923,47998.8
SO - 0004169,13-Apr-19,18-Apr-19,50,Wholesale,USD,NXH382,36,1,9,6519.1,3520.314,58671.9
SO - 0005411,13-Apr-19,22-Apr-19,45,Export,NZD,NXH382,99,7,6,6003.2,3902.08,36019.2
SO - 0005428,13-Apr-19,1-May-19,3,Wholesale,USD,NXH382,82,1,5,234.5,189.945,1172.5
SO - 0006781,13-Apr-19,20-Apr-19,32,Wholesale,EUR,NXH382,36,8,8,1098.8,582.364,8790.4
SO - 0007436,13-Apr-19,24-Apr-19,6,Wholesale,USD,NXH382,8,2,11,1232.8,813.648,13560.8
SO - 000106,14-Apr-19,23-Apr-19,21,Wholesale,NZD,NXH382,59,5,6,1038.5,446.555,6231
SO - 0001432,14-Apr-19,22-Apr-19,38,Distributor,NZD,NXH382,97,5,12,1098.8,736.196,13185.6
SO - 0001565,14-Apr-19,24-Apr-19,3,Wholesale,NZD,NXH382,30,14,6,1098.8,791.136,6592.8
SO - 0002124,14-Apr-19,30-Apr-19,32,Wholesale,GBP,NXH382,34,2,10,3899.4,3314.49,38994
SO - 0003094,14-Apr-19,1-May-19,25,Distributor,USD,NXH382,87,5,6,2586.2,1603.444,15517.2
SO - 0003176,14-Apr-19,27-Apr-19,17,Wholesale,EUR,NXH382,28,2,7,3530.9,2930.647,24716.3
SO - 0005458,14-Apr-19,21-Apr-19,10,Wholesale,GBP,NXH382,21,5,9,3504.1,2943.444,31536.9
SO - 0005949,14-Apr-19,18-Apr-19,27,Wholesale,EUR,NXH382,41,5,11,2211,950.73,24321
SO - 0006358,14-Apr-19,28-Apr-19,7,Wholesale,NZD,NXH382,52,2,6,1996.6,1098.13,11979.6
SO - 0007732,14-Apr-19,2-May-19,42,Wholesale,GBP,NXH382,97,1,8,194.3,97.15,1554.4
SO - 0002065,15-Apr-19,28-Apr-19,31,Export,NZD,NXH382,45,11,11,964.8,665.712,10612.8
SO - 0002355,15-Apr-19,23-Apr-19,3,Distributor,NZD,NXH382,1,5,6,167.5,120.6,1005
SO - 0002545,15-Apr-19,18-Apr-19,42,Wholesale,AUD,NXH382,99,2,12,690.1,441.664,8281.2
SO - 0006261,15-Apr-19,21-Apr-19,5,Wholesale,EUR,NXH382,4,5,6,1051.9,820.482,6311.4
SO - 0006476,15-Apr-19,2-May-19,13,Export,EUR,NXH382,9,1,11,2834.1,1303.686,31175.1
SO - 0001094,16-Apr-19,22-Apr-19,31,Wholesale,NZD,NXH382,78,13,7,1112.2,778.54,7785.4
SO - 0001978,16-Apr-19,1-May-19,36,Distributor,EUR,NXH382,89,5,12,3986.5,2670.955,47838
SO - 0002728,16-Apr-19,19-Apr-19,47,Distributor,NZD,NXH382,91,11,11,1112.2,878.638,12234.2
SO - 0004162,16-Apr-19,24-Apr-19,26,Wholesale,USD,NXH382,94,2,5,2224.4,1512.592,11122
SO - 0006108,16-Apr-19,4-May-19,47,Distributor,AUD,NXH382,6,11,12,234.5,126.63,2814
SO - 0001093,17-Apr-19,26-Apr-19,41,Wholesale,NZD,NXH382,78,7,12,804,410.04,9648
SO - 0002166,17-Apr-19,27-Apr-19,16,Export,AUD,NXH382,30,5,11,1051.9,420.76,11570.9
SO - 0003741,17-Apr-19,21-Apr-19,19,Distributor,AUD,NXH382,92,9,12,234.5,133.665,2814
SO - 0004049,17-Apr-19,27-Apr-19,34,Wholesale,NZD,NXH382,92,2,7,3048.5,1219.4,21339.5
SO - 0007426,17-Apr-19,22-Apr-19,1,Export,NZD,NXH382,2,7,6,2994.9,2455.818,17969.4
SO - 0007938,17-Apr-19,22-Apr-19,6,Wholesale,EUR,NXH382,36,1,12,2539.3,1371.222,30471.6
SO - 0001425,18-Apr-19,25-Apr-19,2,Wholesale,AUD,NXH382,63,1,6,4020,3417,24120
SO - 0001480,18-Apr-19,24-Apr-19,32,Export,NZD,NXH382,40,13,12,1916.2,1417.988,22994.4
SO - 0001519,18-Apr-19,23-Apr-19,35,Distributor,USD,NXH382,6,1,9,1956.4,1076.02,17607.6
SO - 0002611,18-Apr-19,28-Apr-19,39,Wholesale,USD,NXH382,8,2,8,1246.2,922.188,9969.6
SO - 0003544,18-Apr-19,3-May-19,12,Distributor,NZD,NXH382,15,1,11,2358.4,1249.952,25942.4
SO - 0003939,18-Apr-19,5-May-19,46,Distributor,NZD,NXH382,2,7,11,2304.8,1590.312,25352.8
SO - 0004057,18-Apr-19,24-Apr-19,15,Wholesale,AUD,NXH382,86,1,8,4013.3,1886.251,32106.4
SO - 0004557,18-Apr-19,22-Apr-19,31,Distributor,NZD,NXH382,93,2,8,6324.8,5059.84,50598.4
SO - 0004860,18-Apr-19,24-Apr-19,11,Wholesale,NZD,NXH382,16,9,10,5460.5,4313.795,54605
SO - 0005701,18-Apr-19,27-Apr-19,1,Distributor,NZD,NXH382,60,7,10,5085.3,2796.915,50853
SO - 0007292,18-Apr-19,1-May-19,50,Wholesale,USD,NXH382,57,9,7,1112.2,778.54,7785.4
SO - 0007393,18-Apr-19,5-May-19,15,Export,USD,NXH382,73,13,8,1051.9,704.773,8415.2
SO - 0001108,19-Apr-19,27-Apr-19,45,Wholesale,USD,NXH382,23,7,6,1782.2,873.278,10693.2
SO - 0001863,19-Apr-19,2-May-19,20,Distributor,USD,NXH382,21,13,9,958.1,584.441,8622.9
SO - 0003284,19-Apr-19,5-May-19,50,Wholesale,GBP,NXH382,51,11,8,2378.5,1379.53,19028
SO - 0004188,19-Apr-19,1-May-19,44,Distributor,GBP,NXH382,82,12,9,971.5,437.175,8743.5
SO - 0007004,19-Apr-19,2-May-19,1,Wholesale,EUR,NXH382,43,11,10,1835.8,1321.776,18358
SO - 000928,20-Apr-19,29-Apr-19,17,Wholesale,NZD,NXH382,47,2,11,1989.9,935.253,21888.9
SO - 0001161,20-Apr-19,4-May-19,9,Wholesale,USD,NXH382,40,12,11,1232.8,702.696,13560.8
SO - 0001223,20-Apr-19,26-Apr-19,40,Wholesale,GBP,NXH382,42,1,9,1092.1,524.208,9828.9
SO - 0001776,20-Apr-19,27-Apr-19,7,Distributor,AUD,NXH382,13,11,9,1916.2,1379.664,17245.8
SO - 0002209,20-Apr-19,3-May-19,3,Export,AUD,NXH382,7,11,8,3859.2,2354.112,30873.6
SO - 0003305,20-Apr-19,2-May-19,12,Wholesale,USD,NXH382,73,9,6,2572.8,1698.048,15436.8
SO - 0003402,20-Apr-19,2-May-19,32,Wholesale,EUR,NXH382,30,13,6,737,412.72,4422
SO - 0003911,20-Apr-19,5-May-19,10,Wholesale,AUD,NXH382,11,1,6,1045.2,825.708,6271.2
SO - 0005473,20-Apr-19,29-Apr-19,18,Wholesale,NZD,NXH382,51,11,10,241.2,166.428,2412
SO - 0005995,20-Apr-19,7-May-19,21,Distributor,USD,NXH382,55,6,6,3872.6,3059.354,23235.6
SO - 0006208,20-Apr-19,24-Apr-19,40,Wholesale,AUD,NXH382,66,2,6,1152.4,576.2,6914.4
SO - 0007691,20-Apr-19,24-Apr-19,14,Wholesale,NZD,NXH382,84,6,7,2633.1,1764.177,18431.7
SO - 000624,21-Apr-19,6-May-19,29,Wholesale,AUD,NXH382,14,1,11,201,160.8,2211
SO - 0001460,21-Apr-19,7-May-19,31,Wholesale,USD,NXH382,37,11,11,2525.9,1843.907,27784.9
SO - 0002101,21-Apr-19,28-Apr-19,5,Wholesale,AUD,NXH382,25,1,7,1313.2,617.204,9192.4
SO - 0004505,21-Apr-19,25-Apr-19,49,Distributor,NZD,NXH382,13,7,7,3865.9,2319.54,27061.3
SO - 0005683,21-Apr-19,4-May-19,45,Wholesale,NZD,NXH382,42,1,7,3939.6,3151.68,27577.2
SO - 0006532,21-Apr-19,26-Apr-19,32,Export,NZD,NXH382,41,7,10,1782.2,1301.006,17822
SO - 0007143,21-Apr-19,8-May-19,49,Wholesale,EUR,NXH382,78,6,10,1025.1,645.813,10251
SO - 0007946,21-Apr-19,30-Apr-19,27,Distributor,USD,NXH382,87,1,8,1286.4,990.528,10291.2
SO - 000330,22-Apr-19,5-May-19,49,Distributor,NZD,NXH382,42,1,8,1065.3,468.732,8522.4
SO - 0004944,22-Apr-19,6-May-19,30,Distributor,NZD,NXH382,98,11,5,187.6,153.832,938
SO - 0005288,22-Apr-19,30-Apr-19,17,Distributor,AUD,NXH382,58,5,7,1708.5,1418.055,11959.5
SO - 0005959,22-Apr-19,8-May-19,49,Wholesale,NZD,NXH382,18,2,11,1112.2,567.222,12234.2
SO - 000533,23-Apr-19,8-May-19,12,Wholesale,USD,NXH382,61,2,6,6465.5,3879.3,38793
SO - 000993,23-Apr-19,28-Apr-19,22,Wholesale,NZD,NXH382,26,5,9,247.9,185.925,2231.1
SO - 0004263,23-Apr-19,7-May-19,26,Wholesale,AUD,NXH382,44,4,7,6411.9,2564.76,44883.3
SO - 0004440,23-Apr-19,5-May-19,3,Distributor,NZD,NXH382,72,10,12,1708.5,1161.78,20502
SO - 0006123,23-Apr-19,5-May-19,46,Distributor,AUD,NXH382,86,2,9,2733.6,1503.48,24602.4
SO - 0007735,23-Apr-19,27-Apr-19,6,Wholesale,NZD,NXH382,21,11,11,938,656.6,10318
SO - 000214,24-Apr-19,30-Apr-19,25,Wholesale,NZD,NXH382,81,8,6,3932.9,1691.147,23597.4
SO - 0003292,24-Apr-19,3-May-19,19,Wholesale,USD,NXH382,24,13,6,2680,1152.4,16080
SO - 0003931,24-Apr-19,1-May-19,18,Distributor,USD,NXH382,69,7,7,1916.2,1015.586,13413.4
SO - 0004489,24-Apr-19,12-May-19,13,Wholesale,NZD,NXH382,78,5,8,2405.3,1635.604,19242.4
SO - 0005788,24-Apr-19,29-Apr-19,43,Distributor,USD,NXH382,13,1,11,2606.3,1068.583,28669.3
SO - 0005845,24-Apr-19,5-May-19,10,Wholesale,NZD,NXH382,44,1,11,2412,1688.4,26532
SO - 0008007,24-Apr-19,11-May-19,38,Wholesale,NZD,NXH382,84,7,9,3953,2688.04,35577
SO - 000173,25-Apr-19,11-May-19,17,Distributor,GBP,NXH382,36,7,6,2485.7,1317.421,14914.2
SO - 000401,25-Apr-19,7-May-19,38,Wholesale,NZD,NXH382,53,2,7,1038.5,830.8,7269.5
SO - 0002015,25-Apr-19,9-May-19,39,Wholesale,AUD,NXH382,2,7,7,1112.2,678.442,7785.4
SO - 0003171,25-Apr-19,2-May-19,1,Distributor,USD,NXH382,97,5,11,3966.4,2816.144,43630.4
SO - 0003659,25-Apr-19,6-May-19,32,Wholesale,GBP,NXH382,51,5,8,3839.1,2073.114,30712.8
SO - 0003933,25-Apr-19,1-May-19,21,Export,NZD,NXH382,67,1,9,6277.9,2636.718,56501.1
SO - 0004125,25-Apr-19,13-May-19,41,Wholesale,AUD,NXH382,6,2,10,2224.4,1846.252,22244
SO - 0005044,25-Apr-19,28-Apr-19,16,Wholesale,USD,NXH382,73,11,6,1139,717.57,6834
SO - 0005129,25-Apr-19,5-May-19,47,Export,NZD,NXH382,88,7,8,6318.1,4738.575,50544.8
SO - 0005972,25-Apr-19,8-May-19,31,Wholesale,EUR,NXH382,91,11,6,3035.1,1699.656,18210.6
SO - 0004148,26-Apr-19,8-May-19,14,Wholesale,USD,NXH382,54,2,10,5092,2393.24,50920
SO - 0004174,26-Apr-19,2-May-19,9,Wholesale,NZD,NXH382,97,5,10,2378.5,1879.015,23785
SO - 0006260,26-Apr-19,11-May-19,2,Wholesale,NZD,NXH382,43,1,12,261.3,193.362,3135.6
SO - 0004428,27-Apr-19,7-May-19,15,Wholesale,NZD,NXH382,70,7,9,1051.9,694.254,9467.1
SO - 0004616,27-Apr-19,15-May-19,38,Distributor,AUD,NXH382,17,1,6,1092.1,469.603,6552.6
SO - 0004633,27-Apr-19,14-May-19,46,Wholesale,NZD,NXH382,32,5,9,1092.1,611.576,9828.9
SO - 0004744,27-Apr-19,6-May-19,43,Distributor,NZD,NXH382,86,2,8,2934.6,1496.646,23476.8
SO - 0005100,27-Apr-19,1-May-19,11,Wholesale,USD,NXH382,20,11,9,1092.1,567.892,9828.9
SO - 0005105,27-Apr-19,9-May-19,4,Wholesale,NZD,NXH382,53,8,7,3986.5,1634.465,27905.5
SO - 0007743,27-Apr-19,10-May-19,7,Wholesale,USD,NXH382,91,12,8,2398.6,1151.328,19188.8
SO - 0004299,28-Apr-19,4-May-19,43,Wholesale,USD,NXH382,36,11,8,1078.7,733.516,8629.6
SO - 0006162,28-Apr-19,12-May-19,43,Wholesale,NZD,NXH382,20,9,10,3966.4,2895.472,39664
SO - 0001285,29-Apr-19,13-May-19,13,Distributor,NZD,NXH382,33,2,11,3999.9,2559.936,43998.9
SO - 0002051,29-Apr-19,11-May-19,40,Wholesale,NZD,NXH382,39,7,5,1072,846.88,5360
SO - 0002285,29-Apr-19,6-May-19,29,Distributor,AUD,NXH382,51,2,6,3932.9,1573.16,23597.4
SO - 0003838,29-Apr-19,3-May-19,13,Wholesale,EUR,NXH382,22,1,7,221.1,154.77,1547.7
SO - 0004167,29-Apr-19,4-May-19,18,Wholesale,NZD,NXH382,3,2,7,1286.4,951.936,9004.8
SO - 0004970,29-Apr-19,4-May-19,3,Wholesale,NZD,NXH382,21,1,9,268,123.28,2412
SO - 0006686,29-Apr-19,5-May-19,9,Distributor,NZD,NXH382,54,1,11,1822.4,1221.008,20046.4
SO - 0007719,29-Apr-19,10-May-19,22,Wholesale,AUD,NXH382,96,7,8,1011.7,424.914,8093.6
SO - 0002107,30-Apr-19,18-May-19,31,Distributor,AUD,NXH382,65,5,12,1882.7,1355.544,22592.4
SO - 0004128,30-Apr-19,10-May-19,10,Wholesale,AUD,NXH382,13,2,8,1078.7,560.924,8629.6
SO - 0004325,30-Apr-19,5-May-19,40,Wholesale,USD,NXH382,71,2,10,1045.2,668.928,10452
SO - 0005468,30-Apr-19,5-May-19,47,Distributor,USD,NXH382,87,5,7,1125.6,495.264,7879.2
SO - 0005679,30-Apr-19,3-May-19,43,Wholesale,USD,NXH382,84,1,10,1118.9,783.23,11189
SO - 0005777,30-Apr-19,16-May-19,8,Wholesale,NZD,NXH382,99,5,10,1078.7,539.35,10787
SO - 0008078,30-Apr-19,14-May-19,12,Distributor,NZD,NXH382,9,7,7,5855.8,2576.552,40990.6
SO - 000114,1-May-19,8-May-19,17,Export,USD,NXH382,11,7,9,254.6,216.41,2291.4
SO - 000261,1-May-19,16-May-19,12,Distributor,NZD,NXH382,24,6,12,2693.4,1939.248,32320.8
SO - 0001074,1-May-19,4-May-19,14,Export,USD,NXH382,71,2,10,174.2,116.714,1742
SO - 0001273,1-May-19,11-May-19,25,Distributor,GBP,NXH382,46,5,7,3939.6,2166.78,27577.2
SO - 0001917,1-May-19,6-May-19,12,Distributor,NZD,NXH382,64,12,6,2653.2,1061.28,15919.2
SO - 0002135,1-May-19,5-May-19,6,Wholesale,GBP,NXH382,1,2,7,2385.2,1454.972,16696.4
SO - 0004828,1-May-19,15-May-19,29,Export,USD,NXH382,58,8,6,5681.6,3238.512,34089.6
SO - 000534,2-May-19,18-May-19,30,Wholesale,AUD,NXH382,53,6,11,241.2,101.304,2653.2
SO - 000645,2-May-19,11-May-19,13,Distributor,AUD,NXH382,62,7,5,1025.1,809.829,5125.5
SO - 0001142,2-May-19,8-May-19,17,Wholesale,GBP,NXH382,71,7,7,3028.4,1756.472,21198.8
SO - 0002019,2-May-19,7-May-19,13,Distributor,USD,NXH382,75,4,12,234.5,105.525,2814
SO - 0002983,2-May-19,8-May-19,50,Wholesale,USD,NXH382,40,2,5,227.8,164.016,1139
SO - 0003689,2-May-19,16-May-19,42,Wholesale,GBP,NXH382,8,10,5,2438.8,1926.652,12194
SO - 0003902,2-May-19,13-May-19,8,Export,USD,NXH382,36,7,8,1916.2,1379.664,15329.6
SO - 0004315,2-May-19,8-May-19,23,Export,AUD,NXH382,2,11,8,5440.4,4406.724,43523.2
SO - 0004375,2-May-19,19-May-19,33,Distributor,EUR,NXH382,26,2,8,1768.8,990.528,14150.4
SO - 0007344,2-May-19,14-May-19,20,Wholesale,NZD,NXH382,77,9,12,1038.5,508.865,12462
SO - 0007755,2-May-19,19-May-19,50,Wholesale,NZD,NXH382,73,5,12,723.6,376.272,8683.2
SO - 0007830,2-May-19,10-May-19,14,Export,AUD,NXH382,83,11,12,6458.8,3164.812,77505.6
SO - 0008079,2-May-19,20-May-19,21,Wholesale,NZD,NXH382,33,11,8,3852.5,1618.05,30820
SO - 0001008,3-May-19,20-May-19,23,Distributor,USD,NXH382,34,11,12,891.1,490.105,10693.2
SO - 0001392,3-May-19,12-May-19,49,Export,GBP,NXH382,97,3,9,2505.8,1303.016,22552.2
SO - 0001548,3-May-19,14-May-19,44,Export,NZD,NXH382,54,5,6,2257.9,1128.95,13547.4
SO - 0003569,3-May-19,20-May-19,43,Wholesale,USD,NXH382,8,5,12,5956.3,4228.973,71475.6
SO - 0004723,3-May-19,13-May-19,3,Distributor,NZD,NXH382,68,2,8,2358.4,1132.032,18867.2
SO - 0005955,3-May-19,6-May-19,22,Wholesale,EUR,NXH382,44,2,8,268,147.4,2144
SO - 0006498,3-May-19,10-May-19,10,Wholesale,NZD,NXH382,96,2,6,1065.3,745.71,6391.8
SO - 000337,4-May-19,20-May-19,26,Wholesale,NZD,NXH382,67,13,6,3008.3,2226.142,18049.8
SO - 000601,4-May-19,15-May-19,46,Distributor,NZD,NXH382,61,5,7,3202.6,2177.768,22418.2
SO - 0001303,4-May-19,22-May-19,13,Wholesale,USD,NXH382,72,5,10,3249.5,2697.085,32495
SO - 0003248,4-May-19,18-May-19,28,Wholesale,GBP,NXH382,8,1,9,6137.2,2823.112,55234.8
SO - 0004157,4-May-19,7-May-19,46,Wholesale,USD,NXH382,67,9,11,3986.5,2591.225,43851.5
SO - 0006134,4-May-19,19-May-19,40,Distributor,NZD,NXH382,77,3,11,3557.7,1707.696,39134.7
SO - 0006546,4-May-19,15-May-19,7,Wholesale,EUR,NXH382,1,13,9,2438.8,975.52,21949.2
SO - 0006585,4-May-19,12-May-19,45,Wholesale,NZD,NXH382,12,7,12,2606.3,2215.355,31275.6
SO - 0006592,4-May-19,11-May-19,5,Wholesale,USD,NXH382,100,6,5,1922.9,1211.427,9614.5
SO - 000647,5-May-19,19-May-19,34,Wholesale,USD,NXH382,71,1,8,3738.6,2056.23,29908.8
SO - 0001977,5-May-19,14-May-19,6,Distributor,AUD,NXH382,70,7,5,6371.7,4587.624,31858.5
SO - 0003468,5-May-19,9-May-19,10,Wholesale,AUD,NXH382,78,7,9,247.9,198.32,2231.1
SO - 0004883,5-May-19,19-May-19,7,Wholesale,USD,NXH382,12,2,9,3932.9,2713.701,35396.1
SO - 0006500,5-May-19,19-May-19,49,Distributor,NZD,NXH382,33,2,8,3591.2,2082.896,28729.6
SO - 000747,6-May-19,12-May-19,36,Distributor,EUR,NXH382,15,1,9,2425.4,2013.082,21828.6
SO - 0002292,6-May-19,21-May-19,25,Distributor,USD,NXH382,74,13,6,3979.8,2785.86,23878.8
SO - 0002424,6-May-19,14-May-19,15,Wholesale,USD,NXH382,51,11,11,2257.9,1670.846,24836.9
SO - 0003458,6-May-19,18-May-19,17,Wholesale,NZD,NXH382,50,11,6,877.7,623.167,5266.2
SO - 0005078,6-May-19,21-May-19,2,Wholesale,NZD,NXH382,82,2,5,3859.2,2662.848,19296
SO - 0005941,6-May-19,9-May-19,17,Wholesale,USD,NXH382,48,8,8,1943,952.07,15544
SO - 0006078,6-May-19,12-May-19,25,Wholesale,USD,NXH382,38,9,8,3932.9,2831.688,31463.2
SO - 0006097,6-May-19,16-May-19,27,Wholesale,USD,NXH382,96,1,8,2010,1386.9,16080
SO - 0003388,7-May-19,16-May-19,47,Export,NZD,NXH382,55,2,11,268,163.48,2948
SO - 0005665,7-May-19,11-May-19,47,Wholesale,USD,NXH382,21,7,11,1963.1,1531.218,21594.1
SO - 0005699,7-May-19,13-May-19,18,Wholesale,NZD,NXH382,57,9,10,6371.7,2803.548,63717
